baths,baths_full,baths_half,beds,garage,lot_sqft,sold_date,sold_price,sqft,stories,type,year_built,is_price_reduced,list_date,list_price,listing_id,city,lat,lon,line,postal_code,state,state_code,price_reduced_amount,property_id,basement,big_lot,big_yard,carport,central_air,central_heat,city_view,community_outdoor_space,community_security_features,community_swimming_pool,corner_lot,dining_room,disability_features,dishwasher,energy_efficient,ensuite,family_room,farm,fenced_yard,fireplace,floor_plan,forced_air,front_porch,garage_1_or_more,garage_2_or_more,garage_3_or_more,groundscare,hardwood_floors,high_ceiling,laundry_room,master_bedroom,modern_kitchen,new_roof,open_floor_plan,park,ranch,recreation_facilities,rental_property,shopping,single_story,swimming_pool,trails,two_or_more_stories,updated_kitchen,view,views,washer_dryer
3.0,2.0,1.0,3.0,2.0,,2023-11-30,1500000,2528.0,1.0,condos,1971.0,False,2023-09-12T20:59:19.000000Z,1575000,2959605622,Denver,39.708398,-104.971611,460 S Marion Pkwy Apt 2000,80209,Colorado,CO,0.0,1307106954,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
1.0,1.0,0.0,2.0,1.0,7500.0,2023-11-30,419000,797.0,1.0,single_family,1951.0,False,2023-09-28T13:37:45.000000Z,419900,2960063618,Denver,39.69399,-105.050391,1250 S Yates St,80219,Colorado,CO,0.0,1156485201,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
2.0,1.0,0.0,2.0,1.0,,2023-11-27,555000,1041.0,1.0,condos,1999.0,False,2023-09-30T18:56:43.000000Z,555000,2960144019,Denver,39.735613,-104.993801,475 W 12th Ave Unit D,80204,Colorado,CO,20000.0,9595732141,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2.0,1.0,0.0,5.0,1.0,7600.0,2023-11-21,428000,2028.0,1.0,single_family,1962.0,False,2023-09-30T21:05:11.000000Z,429000,2960145891,Denver,39.850518,-104.975761,8470 Corona St,80229,Colorado,CO,0.0,2565921115,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,0.0,,2023-11-20,225000,778.0,3.0,condos,2015.0,False,2023-11-22T00:14:23.000000Z,225000,2961905458,Denver,39.855037,-104.973893,8760 Corona St Apt 201,80229,Colorado,CO,0.0,1743528776,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3.0,3.0,0.0,4.0,2.0,7320.0,2023-11-16,823500,2080.0,1.0,single_family,1957.0,False,2023-09-07T02:41:21.000000Z,850000,2959433532,Denver,39.690008,-104.933643,1460 S Cherry St,80222,Colorado,CO,25000.0,1106971359,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
4.0,1.0,1.0,4.0,2.0,4370.0,2023-11-15,1550000,3563.0,2.0,single_family,2015.0,False,2023-10-11T22:11:57.000000Z,1595000,2960460159,Denver,39.772268,-105.033875,3537 W 40th Ave,80211,Colorado,CO,0.0,1727013083,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1
2.0,1.0,0.0,4.0,2.0,10454.0,2023-11-10,623000,2386.0,2.0,single_family,1972.0,False,2023-07-24T20:34:54.000000Z,639000,2957997158,Denver,39.660182,-104.908405,7047 E Dartmouth Ave,80224,Colorado,CO,10000.0,2328010081,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,1.0,0.0,1.0,2.0,,2023-11-10,219000,634.0,1.0,condos,1973.0,False,2023-09-09T22:20:03.000000Z,219000,2959538274,Denver,39.697299,-104.926524,5300 E Cherry Creek South Dr Apt 617,80246,Colorado,CO,5000.0,2597203564,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
2.0,2.0,0.0,3.0,0.0,7405.0,2023-11-09,390000,1824.0,1.0,single_family,1964.0,False,2023-09-14T18:40:47.000000Z,390000,2959674939,Denver,39.842543,-104.984831,8034 Sherman St,80221,Colorado,CO,0.0,1472924320,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
3.0,3.0,0.0,4.0,2.0,6200.0,2023-11-07,765000,2015.0,1.0,single_family,1951.0,False,2023-05-30T18:05:50.000000Z,775000,2956211264,Denver,39.760068,-104.943327,3045 Richard Allen Ct,80205,Colorado,CO,24000.0,2737329226,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
3.0,1.0,0.0,4.0,0.0,4080.0,2023-11-03,718750,1991.0,2.0,single_family,1908.0,False,2023-09-13T14:14:10.000000Z,735000,2959624717,Denver,39.760593,-104.963098,3058 N Race St,80205,Colorado,CO,4000.0,2274500742,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1.0,1.0,0.0,2.0,1.0,,2023-11-03,174632,864.0,2.0,condos,1973.0,False,2023-09-28T13:17:48.000000Z,175000,2960063110,Denver,39.697921,-104.909442,6800 E Tennessee Ave Apt 221,80224,Colorado,CO,0.0,2437951611,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3.0,2.0,0.0,4.0,0.0,7800.0,2023-11-02,755000,2231.0,1.0,single_family,1955.0,False,2023-10-11T05:41:08.000000Z,749000,2960432317,Denver,39.690714,-104.915808,1418 S Krameria St,80224,Colorado,CO,0.0,1106357433,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4.0,3.0,1.0,4.0,2.0,4275.0,2023-11-02,1125000,3529.0,2.0,single_family,2011.0,False,2023-09-28T03:04:40.000000Z,1185000,2960054370,Denver,39.764788,-104.894207,3486 Ulster St,80238,Colorado,CO,0.0,1823433926,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1.0,1.0,0.0,2.0,1.0,,2023-11-01,466000,1080.0,1.0,condos,1981.0,False,2023-09-13T22:29:13.000000Z,460000,2959645054,Denver,39.750806,-104.995858,1777 Larimer St Apt 901,80202,Colorado,CO,0.0,2836516400,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1
1.0,1.0,0.0,3.0,2.0,4250.0,2023-11-01,540000,1178.0,1.0,single_family,1908.0,False,2023-09-27T22:54:10.000000Z,550000,2960047949,Denver,39.77206,-105.013836,4017 Vallejo St,80211,Colorado,CO,0.0,9174003452,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0
3.0,1.0,0.0,3.0,2.0,10454.0,2023-11-01,750000,2569.0,1.0,single_family,1960.0,False,2023-09-25T17:46:04.000000Z,750000,2959967994,Denver,39.673552,-104.925349,2340 S Holly Pl,80222,Colorado,CO,0.0,2413516709,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
5.0,4.0,1.0,5.0,2.0,3435.0,2023-10-31,1460000,3871.0,3.0,condos,2015.0,False,2023-09-07T18:41:38.000000Z,1495000,2959457471,Denver,39.75256,-105.033462,2401 King St,80211,Colorado,CO,0.0,1305531574,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3.0,1.0,0.0,3.0,2.0,6250.0,2023-10-31,779000,1717.0,1.0,single_family,1943.0,False,2023-10-08T03:28:39.000000Z,779000,2960360607,Denver,39.670141,-104.963786,2560 S Race St,80210,Colorado,CO,0.0,1370982891,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1
2.0,2.0,0.0,2.0,1.0,,2023-10-30,485000,1197.0,2.0,condos,1912.0,False,2023-09-07T17:21:08.000000Z,485000,2959453392,Denver,39.740799,-104.964203,1538 N High St Apt 1,80218,Colorado,CO,0.0,9956282371,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2.0,2.0,0.0,3.0,2.0,4273.0,2024-01-16,215000,1708.0,1.0,single_family,1983.0,False,2023-12-11T08:25:38.000000Z,225000,2962377766,Oklahoma City,35.594048,-97.602422,4341 Dahoon Dr,73120,Oklahoma,OK,0.0,7392040594,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2.0,1.0,0.0,3.0,1.0,8000.0,2023-12-22,480000,1874.0,1.0,single_family,1964.0,False,2023-11-03T18:17:13.000000Z,480000,2961338565,Olympia,46.993956,-122.821047,6016 W Sarazen St SE,98513,Washington,WA,0.0,2158616837,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
2.0,2.0,0.0,3.0,2.0,5663.0,2024-01-12,445000,2147.0,1.0,single_family,2011.0,False,2023-12-08T15:08:46.000000Z,449000,2962332255,Tolleson,33.417118,-112.249825,8815 W Pioneer St,85353,Arizona,AZ,0.0,1781819456,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
2.0,2.0,0.0,3.0,2.0,6534,2024-01-12,460000,1339.0,1.0,single_family,2001.0,False,2023-10-13T23:28:14.000000Z,484000,2960546372,Carson City,39.183852,-119.757406,2648 Table Rock Dr,89706,Nevada,NV,15900.0,2872956041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3.0,3.0,0.0,5.0,3.0,11761,2024-01-12,820000,2833.0,2.0,single_family,1997.0,False,2023-11-22T17:09:56.000000Z,849000,2961920764,Carson City,39.168059,-119.79198,734 Derby Ct,89703,Nevada,NV,0.0,1014428437,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
2.0,1.0,1.0,2.0,0.0,1307,2024-01-12,295000,1040.0,2.0,condos,1972.0,False,2023-10-22T19:04:45.000000Z,299000,2960779980,Carson City,39.155141,-119.769374,107 Lake Glen Dr,89703,Nevada,NV,0.0,2968162484,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
2.0,2.0,0.0,4.0,1.0,6098,2024-01-10,500000,1391.0,2.0,single_family,1974.0,False,2023-09-15T18:01:39.000000Z,515000,2959713758,Carson City,39.159779,-119.777578,740 Crain St,89703,Nevada,NV,0.0,2892475354,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
2.0,2.0,0.0,3.0,2.0,7405,2024-01-09,440000,1956.0,1.0,single_family,1973.0,False,2023-08-15T15:10:15.000000Z,449900,2958675470,Carson City,39.168125,-119.756228,1216 Palo Verde Dr,89701,Nevada,NV,15100.0,1851229398,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2.0,2.0,0.0,3.0,4.0,15682,2024-01-09,424099,1186.0,1.0,single_family,1971.0,False,2023-11-14T12:58:19.000000Z,391000,2961623997,Carson City,39.185961,-119.713923,4797 E Nye Ln,89706,Nevada,NV,0.0,1424055677,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
2.0,2.0,0.0,3.0,2.0,6970,2024-01-08,435000,1428.0,1.0,single_family,1976.0,False,2023-11-16T18:28:47.000000Z,440000,2961742210,Carson City,39.137121,-119.758059,3308 Hickory Dr,89701,Nevada,NV,0.0,2276832355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2.0,2.0,0.0,3.0,2.0,9583,2024-01-08,465000,1721.0,1.0,single_family,1964.0,False,2023-11-04T19:40:44.000000Z,465000,2961368337,Carson City,39.179461,-119.773384,804 W Winnie Ln,89703,Nevada,NV,0.0,2683189821,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
3.0,3.0,0.0,4.0,3.0,9583,2024-01-05,700000,2713.0,2.0,single_family,2000.0,False,2023-10-17T11:54:07.000000Z,719000,2960610171,Carson City,39.184547,-119.786319,2717 Christmas Tree Dr,89703,Nevada,NV,38000.0,1095930612,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2.0,2.0,0.0,3.0,2.0,7405,2024-01-05,370000,1092.0,1.0,single_family,1970.0,False,2023-11-20T17:57:57.000000Z,349900,2961857790,Carson City,39.168127,-119.75919,904 Palo Verde Dr,89701,Nevada,NV,0.0,1693696293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2.0,2.0,0.0,3.0,3.0,10454,2024-01-05,705000,2174.0,1.0,single_family,1996.0,False,2023-10-21T17:14:06.000000Z,710000,2960768014,Carson City,39.163775,-119.789109,2175 St George Way,89703,Nevada,NV,15000.0,2601504618,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2.0,2.0,0.0,4.0,2.0,6970,2024-01-05,425000,1847.0,1.0,single_family,1977.0,False,2023-06-10T15:16:14.000000Z,445000,2956605534,Carson City,39.14628,-119.75362,1309 Colorado St,89701,Nevada,NV,4000.0,2070714427,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
5.0,3.0,2.0,3.0,9.0,50965,2024-01-05,1285000,2573.0,2.0,single_family,2017.0,False,2023-09-03T18:16:51.000000Z,1325000,2959347255,Carson City,39.100572,-119.784002,3614 Silverado Dr,89705,Nevada,NV,0.0,1840285103,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
3.0,3.0,0.0,4.0,8.0,871200,2024-01-04,1500000,3060.0,2.0,single_family,1975.0,False,2023-11-18T17:02:23.000000Z,2350000,2961818749,Carson City,39.111989,-119.790305,3000 Old Clear Creek Rd,89705,Nevada,NV,0.0,9481871892,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
3.0,2.0,1.0,3.0,1.0,1742,2024-01-02,429000,1460.0,2.0,townhomes,2021.0,False,2023-12-04T14:36:55.000000Z,429000,2962207314,Carson City,39.171948,-119.755977,1225 Correlli Ct,89706,Nevada,NV,0.0,9153561489,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0.0,0.0,0.0,0.0,0.0,20909,2023-12-29,822500,0.0,0.0,land,0.0,False,2022-05-01T17:09:40.000000Z,950000,2942628229,Carson City,39.098858,-119.855927,3601 Meeks Ct Lot 158,89705,Nevada,NV,0.0,9522053165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0.0,0.0,0.0,0.0,0.0,124146,2023-12-29,325000,0.0,0.0,land,0.0,False,2023-05-01T18:03:21.000000Z,329000,2955134878,Carson City,39.188387,-119.812979,4280 Timberline Dr,89703,Nevada,NV,0.0,1981463901,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2.0,0.0,4.0,3.0,53143,2023-12-29,689900,2433.0,1.0,single_family,1994.0,False,2023-10-24T00:47:35.000000Z,689900,2960812857,Carson City,39.290166,-119.771595,125 Jackdaw Cir,89704,Nevada,NV,0.0,1319576771,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2.0,2.0,0.0,2.0,2.0,34848,2023-12-29,365000,1227.0,1.0,condos,1992.0,False,2023-11-18T02:01:22.000000Z,375000,2961810055,Carson City,39.140668,-119.761683,3044 Austin Ln,89701,Nevada,NV,0.0,2290936032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
3.0,2.0,1.0,3.0,1.0,2614,2023-12-28,385000,1260.0,2.0,single_family,2002.0,False,2023-06-27T16:19:57.000000Z,385000,2957110527,Carson City,39.173635,-119.756359,1424 Molly Dr,89706,Nevada,NV,22500.0,2410748299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3.0,3.0,0.0,3.0,6.0,43996,2023-12-28,800000,2029.0,2.0,single_family,1972.0,False,2023-11-03T01:23:20.000000Z,875000,2961317936,Carson City,39.201895,-119.753531,1330 South Sutro Ter,89706,Nevada,NV,0.0,1081764143,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3.0,3.0,0.0,3.0,2.0,72745,2023-12-26,575000,1872.0,1.0,single_family,1971.0,False,2023-09-11T20:16:51.000000Z,649000,2959570245,Carson City,39.196689,-119.757533,4249 Louise Dr,89706,Nevada,NV,20000.0,2836926875,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
3.0,2.0,1.0,3.0,1.0,1742,2023-12-26,405000,1140.0,2.0,single_family,2021.0,False,2023-10-06T22:37:14.000000Z,415000,2960337020,Carson City,39.132343,-119.766549,3844 Bonnie Pl,89701,Nevada,NV,0.0,9371628331,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
0.0,0.0,0.0,0.0,0.0,43560,2023-12-22,157000,0.0,0.0,land,0.0,False,2023-01-02T03:33:54.000000Z,189000,2951028850,Carson City,39.156592,-119.778049,1135 Crain Cir Lot 42,89703,Nevada,NV,0.0,1699966937,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2.0,0.0,3.0,2.0,6534,2023-12-22,375000,1056.0,1.0,single_family,1971.0,False,2023-11-16T21:28:29.000000Z,375000,2961757276,Carson City,39.173265,-119.730713,1405 Siskiyou Dr,89701,Nevada,NV,0.0,1012598554,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2.0,2.0,0.0,4.0,0.0,6970,2023-12-22,385000,1813.0,1.0,mobile,1997.0,False,2023-10-19T22:01:17.000000Z,388000,2960711657,Carson City,39.182211,-119.725779,6 Century Cir,89706,Nevada,NV,0.0,1145712500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.0,2.0,0.0,3.0,2.0,6098,2023-12-22,358000,1620.0,1.0,mobile,1989.0,False,2023-10-27T17:22:37.000000Z,364900,2960936761,Carson City,39.155326,-119.753362,1241 Jewell Ave,89701,Nevada,NV,0.0,2678310428,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3.0,2.0,1.0,4.0,2.0,6534,2023-12-21,560000,2573.0,2.0,single_family,1993.0,False,2023-10-26T13:55:18.000000Z,565000,2960889571,Carson City,39.137386,-119.751586,3276 Oreana Dr,89701,Nevada,NV,0.0,2870588874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5.0,3.0,2.0,6.0,3.0,61855,2023-12-21,650000,3182.0,1.0,single_family,1975.0,False,2023-09-16T04:01:20.000000Z,699900,2959735377,Carson City,39.098134,-119.787849,3592 Green Acre Dr,89705,Nevada,NV,50000.0,2727107811,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1
1.0,1.0,0.0,2.0,1.0,6098,2023-12-21,345000,1068.0,1.0,single_family,1946.0,False,2023-08-08T19:37:03.000000Z,375000,2958481750,Carson City,39.163678,-119.774652,911 W King St,89703,Nevada,NV,23000.0,1225907586,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1
3.0,2.0,1.0,3.0,2.0,1307,2023-12-21,415000,1518.0,2.0,townhomes,2020.0,False,2023-10-05T20:11:16.000000Z,415000,2960289581,Carson City,39.158104,-119.756665,958 Villa St,89701,Nevada,NV,10000.0,9153959538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3.0,2.0,1.0,3.0,3.0,10454,2023-12-20,826000,2543.0,1.0,single_family,2001.0,False,2023-11-19T15:48:43.000000Z,785000,2961838078,Carson City,39.16676,-119.793549,2562 Waterford Pl,89703,Nevada,NV,0.0,2650396128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2.0,2.0,0.0,3.0,2.0,7841,2023-12-20,400000,1361.0,1.0,single_family,1976.0,False,2023-11-06T16:28:04.000000Z,410000,2961391614,Carson City,39.143451,-119.754512,2640 Woodcrest Ln,89701,Nevada,NV,0.0,1590965981,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2.0,2.0,0.0,3.0,2.0,6970,2023-12-20,465000,1867.0,1.0,single_family,1971.0,False,2023-08-30T23:05:54.000000Z,474400,2959228826,Carson City,39.141671,-119.761444,623 Sonoma St,89701,Nevada,NV,10600.0,1489826213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1
3.0,3.0,0.0,4.0,2.0,7841,2023-12-19,440000,1669.0,1.0,single_family,1965.0,False,2023-09-26T23:52:45.000000Z,449000,2960013028,Carson City,39.181378,-119.774045,2208 Harriett Dr,89703,Nevada,NV,0.0,1568021533,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1
2.0,2.0,0.0,3.0,2.0,3920,2023-12-19,490000,1615.0,1.0,single_family,2007.0,False,2023-11-22T04:07:16.000000Z,505000,2961909219,Carson City,39.151978,-119.754533,1156 Drake Way,89701,Nevada,NV,0.0,2871361125,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1
0.0,0.0,0.0,0.0,0.0,3920,2023-12-18,50000,0.0,0.0,land,0.0,False,2023-11-25T21:10:26.000000Z,75000,2961961814,Carson City,39.162104,-119.75962,S Pratt Ave,89701,Nevada,NV,0.0,1653411809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
